тоегд1,node,LINE_ID,X,Y,geometry
2366,36358,m0120a,199553.3159,747481.7802,POINT (199553.31587703805 747481.7802205519)
2367,36358,m0210a,199553.3159,747481.7802,POINT (199553.31587703805 747481.7802205519)
2368,36358,m0220a,199553.3159,747481.7802,POINT (199553.31587703805 747481.7802205519)
2369,36358,m0610a,199553.3159,747481.7802,POINT (199553.31587703805 747481.7802205519)
2370,36358,m0620a,199553.3159,747481.7802,POINT (199553.31587703805 747481.7802205519)
2371,36358,m0710a,199553.3159,747481.7802,POINT (199553.31587703805 747481.7802205519)
2372,36358,m0720a,199553.3159,747481.7802,POINT (199553.31587703805 747481.7802205519)
2373,36358,m0910a,199553.3159,747481.7802,POINT (199553.31587703805 747481.7802205519)
2374,36358,m0920a,199553.3159,747481.7802,POINT (199553.31587703805 747481.7802205519)
2375,36361,m0110a,199219.391,747653.2,POINT (199219.391 747653.2)
2376,36361,m0120a,199219.391,747653.2,POINT (199219.391 747653.2)
2377,36361,m0210a,199219.391,747653.2,POINT (199219.391 747653.2)
2378,36361,m0220a,199219.391,747653.2,POINT (199219.391 747653.2)
2379,36361,m0610a,199219.391,747653.2,POINT (199219.391 747653.2)
2380,36361,m0620a,199219.391,747653.2,POINT (199219.391 747653.2)
2381,36361,m0710a,199219.391,747653.2,POINT (199219.391 747653.2)
2382,36361,m0720a,199219.391,747653.2,POINT (199219.391 747653.2)
2383,36361,m0910a,199219.391,747653.2,POINT (199219.391 747653.2)
2384,36361,m0920a,199219.391,747653.2,POINT (199219.391 747653.2)
2385,36364,m0110a,198921.188,747788.743,POINT (198921.188 747788.743)
2386,36364,m0120a,198921.188,747788.743,POINT (198921.188 747788.743)
2387,36364,m0210a,198921.188,747788.743,POINT (198921.188 747788.743)
2388,36364,m0220a,198921.188,747788.743,POINT (198921.188 747788.743)
2389,36364,m0610a,198921.188,747788.743,POINT (198921.188 747788.743)
2390,36364,m0620a,198921.188,747788.743,POINT (198921.188 747788.743)
2391,36364,m0710a,198921.188,747788.743,POINT (198921.188 747788.743)
2392,36364,m0720a,198921.188,747788.743,POINT (198921.188 747788.743)
2393,36364,m0810a,198921.188,747788.743,POINT (198921.188 747788.743)
2394,36364,m0910a,198921.188,747788.743,POINT (198921.188 747788.743)
2395,36364,m0920a,198921.188,747788.743,POINT (198921.188 747788.743)
2396,36368,m0110a,198885.1712,748200.4189,POINT (198885.17120579 748200.4188952531)
2397,36368,m0120a,198885.1712,748200.4189,POINT (198885.17120579 748200.4188952531)
2398,36368,m0210a,198885.1712,748200.4189,POINT (198885.17120579 748200.4188952531)
2399,36368,m0220a,198885.1712,748200.4189,POINT (198885.17120579 748200.4188952531)
2400,36368,m0610a,198885.1712,748200.4189,POINT (198885.17120579 748200.4188952531)
2401,36368,m0620a,198885.1712,748200.4189,POINT (198885.17120579 748200.4188952531)
2402,36368,m0710a,198885.1712,748200.4189,POINT (198885.17120579 748200.4188952531)
2403,36368,m0720a,198885.1712,748200.4189,POINT (198885.17120579 748200.4188952531)
2404,36368,m0810a,198885.1712,748200.4189,POINT (198885.17120579 748200.4188952531)
2405,36368,m0910a,198885.1712,748200.4189,POINT (198885.17120579 748200.4188952531)
2406,36368,m0920a,198885.1712,748200.4189,POINT (198885.17120579 748200.4188952531)
2407,36370,m0620a,197447.6623,740398.3417,POINT (197447.662251696 740398.3416729162)
2408,36371,m0620a,197440.9123,740660.3679,POINT (197440.91232510505 740660.367949303)
2409,36372,m0620a,197567.6215,739864.8896,POINT (197567.621517118 739864.8895934919)
2410,36373,m0620a,197567.4568,739707.2637,POINT (197567.45681420295 739707.2636506651)
2411,36374,m0620a,197927.2417,739717.7767,POINT (197927.24167745505 739717.776691118)
2412,36375,m0620a,197991.5994,739635.1583,POINT (197991.59935244 739635.158338295)
2413,36376,m0620a,197779.6896,740655.9704,POINT (197779.68964819 740655.970393525)
2414,36383,m0710a,197079.2595,743446.5912,POINT (197079.259484764 743446.591193508)
2415,36384,m0720a,197105.4007,743446.532,POINT (197105.400727966 743446.5320199939)
2416,36385,m0710a,197572.6826,743448.7381,POINT (197572.68262697096 743448.738106618)
2417,36385,m0720a,197572.6826,743448.7381,POINT (197572.68262697096 743448.738106618)
2418,36387,m0710a,197810.9621,741953.5621,POINT (197810.962067957 741953.562099881)
2419,36387,m0720a,197810.9621,741953.5621,POINT (197810.962067957 741953.562099881)
2420,36389,m0710a,197852.7584,741637.9573,POINT (197852.758395641 741637.957334712)
2421,36402,m0610a,201601.059,745120.134,POINT (201601.05899999995 745120.1339999989)
2422,36404,m0810a,201356.1211,745266.9645,POINT (201356.121127428 745266.964513211)
2423,36404,m0910a,201356.1211,745266.9645,POINT (201356.121127428 745266.964513211)
2424,36404,m0920a,201356.1211,745266.9645,POINT (201356.121127428 745266.964513211)
2425,36406,m0810a,201184.7453,745438.0214,POINT (201184.74527031105 745438.0214292981)
2426,36421,m0320a,200513.931,745910.936,POINT (200513.93099999995 745910.9360000012)
2427,36421,m0520a,200513.931,745910.936,POINT (200513.93099999995 745910.9360000012)
2428,36421,m0810a,200513.931,745910.936,POINT (200513.93099999995 745910.9360000012)
2429,36421,m0820a,200513.931,745910.936,POINT (200513.93099999995 745910.9360000012)
2430,36431,m0310a,200299.332,746181.779,POINT (200299.332 746181.7789999988)
2431,36431,m0510a,200299.332,746181.779,POINT (200299.332 746181.7789999988)
2432,36441,m0810a,200109.5839,746445.1082,POINT (200109.58389896704 746445.1081987419)
2433,36445,m0810a,199967.1982,746538.8798,POINT (199967.198226254 746538.8798194869)
2434,36482,brt051,205092.6186,707359.6226,POINT (205092.61862613 707359.622564781)
2435,36482,brt052,205092.6186,707359.6226,POINT (205092.61862613 707359.622564781)
2436,36493,brt051,202726.7599,704747.5873,POINT (202726.75992264895 704747.5872986389)
2437,36493,brt052,202726.7599,704747.5873,POINT (202726.75992264895 704747.5872986389)
2438,36495,brt051,203235.4787,703967.7906,POINT (203235.478681722 703967.7905603449)
2439,36495,brt052,203235.4787,703967.7906,POINT (203235.478681722 703967.7905603449)
2440,36496,brt051,203866.3968,703369.8325,POINT (203866.39676970895 703369.8324863581)
2441,36496,brt052,203866.3968,703369.8325,POINT (203866.39676970895 703369.8324863581)
2442,36504,brt051,204558.1991,702822.2985,POINT (204558.19914842 702822.298470303)
2443,36504,brt052,204558.1991,702822.2985,POINT (204558.19914842 702822.298470303)
2444,36509,m0120a,201823.9626,745179.1828,POINT (201823.96256642096 745179.1827725319)
2445,36509,m0120a,201823.9626,745179.1828,POINT (201823.96256642096 745179.1827725319)
2446,36509,m0220a,201823.9626,745179.1828,POINT (201823.96256642096 745179.1827725319)
2447,36509,m0720a,201823.9626,745179.1828,POINT (201823.96256642096 745179.1827725319)
2448,36511,m0310a,205862.6119,747718.0631,POINT (205862.61190818503 747718.0630851762)
2449,36511,m0320a,205862.6119,747718.0631,POINT (205862.61190818503 747718.0630851762)
2450,36513,m0310a,206224.8364,748087.9574,POINT (206224.836364406 748087.957389685)
2451,36513,m0320a,206224.8364,748087.9574,POINT (206224.836364406 748087.957389685)
2452,36514,m0310a,206394.6773,748616.4046,POINT (206394.67730773907 748616.404604517)
2453,36514,m0320a,206394.6773,748616.4046,POINT (206394.67730773907 748616.404604517)
2454,36517,m0310a,206505.402,748894.563,POINT (206505.402 748894.5630000001)
2455,36517,m0320a,206505.402,748894.563,POINT (206505.402 748894.5630000001)
2456,36519,m0310a,206619.8766,749182.8615,POINT (206619.87663487 749182.8615175252)
2457,36519,m0320a,206619.8766,749182.8615,POINT (206619.87663487 749182.8615175252)
2458,36522,m0310a,206873.062,749702.73,POINT (206873.062 749702.73)
2459,36522,m0320a,206873.062,749702.73,POINT (206873.062 749702.73)
2460,36526,m0310a,207025.146,749948.381,POINT (207025.146 749948.381)
2461,36526,m0320a,207025.146,749948.381,POINT (207025.146 749948.381)
2462,36529,m0310a,207314.148,750285.554,POINT (207314.14800000004 750285.554)
2463,36529,m0320a,207314.148,750285.554,POINT (207314.14800000004 750285.554)
2464,36531,m0310a,207680.939,750722.749,POINT (207680.939 750722.7489999989)
2465,36531,m0320a,207680.939,750722.749,POINT (207680.939 750722.7489999989)
2466,36534,m0310a,207829.2116,751303.217,POINT (207829.211628594 751303.216980666)
2467,36534,m0320a,207829.2116,751303.217,POINT (207829.211628594 751303.216980666)
2468,36536,m0310a,207861.8117,751582.2668,POINT (207861.811737496 751582.2667795989)
2469,36536,m0320a,207861.8117,751582.2668,POINT (207861.811737496 751582.2667795989)
2470,36537,m0310a,208140.0365,751819.4788,POINT (208140.036485525 751819.478806674)
2471,36537,m0320a,208140.0365,751819.4788,POINT (208140.036485525 751819.478806674)
2472,36539,m0310a,208493.7941,751794.3693,POINT (208493.794143456 751794.3693409819)
2473,36539,m0320a,208493.7941,751794.3693,POINT (208493.794143456 751794.3693409819)
2474,36563,brt061,197318.8228,708031.7667,POINT (197318.82277414 708031.766719043)
2475,36563,brt062,197318.8228,708031.7667,POINT (197318.82277414 708031.766719043)
2476,36575,brt061,198118.405,709139.4126,POINT (198118.404956984 709139.412553889)
2477,36575,brt062,198118.405,709139.4126,POINT (198118.404956984 709139.412553889)
2478,36580,brt061,197741.6821,709778.6071,POINT (197741.682057427 709778.607050209)
2479,36580,brt062,197741.6821,709778.6071,POINT (197741.682057427 709778.607050209)
2480,36588,brt061,196474.4904,709612.1373,POINT (196474.49038550505 709612.13731624)
2481,36588,brt062,196474.4904,709612.1373,POINT (196474.49038550505 709612.13731624)
2482,36592,brt061,195755.6703,713127.0792,POINT (195755.670284774 713127.0791916609)
2483,36592,brt062,195755.6703,713127.0792,POINT (195755.670284774 713127.0791916609)
2484,36594,brt061,195588.8625,713712.4707,POINT (195588.862494582 713712.470706975)
2485,36594,brt062,195588.8625,713712.4707,POINT (195588.862494582 713712.470706975)
2486,36596,brt062,194739.2174,713725.0736,POINT (194739.21744961405 713725.073587994)
2487,36598,brt061,194726.2493,713821.073,POINT (194726.249269396 713821.073046861)
2488,36598,brt062,194726.2493,713821.073,POINT (194726.249269396 713821.073046861)
2489,36606,brt061,193930.9439,713783.9242,POINT (193930.943896775 713783.924184675)
2490,36606,brt062,193930.9439,713783.9242,POINT (193930.943896775 713783.924184675)
2491,36608,brt061,193735.3313,713773.8153,POINT (193735.331291308 713773.8152735161)
2492,36608,brt062,193735.3313,713773.8153,POINT (193735.331291308 713773.8152735161)
2493,36621,brt061,192695.3078,713368.709,POINT (192695.30780438305 713368.7089659311)
2494,36621,brt062,192695.3078,713368.709,POINT (192695.30780438305 713368.7089659311)
2495,36629,brt061,192805.3872,712584.9432,POINT (192805.387181445 712584.9432076841)
2496,36630,m0310a,206139.456,746716.5333,POINT (206139.45600490647 746716.5333459526)
2497,36630,m0320a,206139.456,746716.5333,POINT (206139.45600490647 746716.5333459526)
2498,36631,m0110a,196452.8459,744345.3163,POINT (196452.84591475132 744345.3162964034)
2499,36631,m0410a,196452.8459,744345.3163,POINT (196452.84591475132 744345.3162964034)
2500,36632,m0310a,201601.2384,745129.1874,POINT (201601.23838529384 745129.1873781051)
2501,36632,m0320a,201601.2384,745129.1874,POINT (201601.23838529384 745129.1873781051)
2502,36632,m0510a,201601.2384,745129.1874,POINT (201601.23838529384 745129.1873781051)
2503,36632,m0520a,201601.2384,745129.1874,POINT (201601.23838529384 745129.1873781051)
2504,36632,m0820a,201601.2384,745129.1874,POINT (201601.23838529384 745129.1873781051)
2505,36633,m0820a,201354.926,745276.0812,POINT (201354.9259725241 745276.0812323015)
2506,36633,m0910a,201354.926,745276.0812,POINT (201354.9259725241 745276.0812323015)
2507,36634,m0310a,201183.5296,745444.3922,POINT (201183.52964029877 745444.3922120746)
2508,36634,m0320a,201183.5296,745444.3922,POINT (201183.52964029877 745444.3922120746)
2509,36634,m0510a,201183.5296,745444.3922,POINT (201183.52964029877 745444.3922120746)
2510,36634,m0520a,201183.5296,745444.3922,POINT (201183.52964029877 745444.3922120746)
2511,36634,m0820a,201183.5296,745444.3922,POINT (201183.52964029877 745444.3922120746)
2512,36635,m0310a,200815.1718,745572.6942,POINT (200815.17177433157 745572.6942025956)
2513,36635,m0320a,200815.1718,745572.6942,POINT (200815.17177433157 745572.6942025956)
2514,36635,m0510a,200815.1718,745572.6942,POINT (200815.17177433157 745572.6942025956)
2515,36635,m0520a,200815.1718,745572.6942,POINT (200815.17177433157 745572.6942025956)
2516,36635,m0810a,200815.1718,745572.6942,POINT (200815.17177433157 745572.6942025956)
2517,36635,m0820a,200815.1718,745572.6942,POINT (200815.17177433157 745572.6942025956)
2518,36636,m0510a,204135.2417,742503.7095,POINT (204135.24172514887 742503.7094858108)
2519,36636,m0520a,204135.2417,742503.7095,POINT (204135.24172514887 742503.7094858108)
2520,36637,m0510a,203857.0475,742759.2141,POINT (203857.04749267432 742759.2141310589)
2521,36637,m0520a,203857.0475,742759.2141,POINT (203857.04749267432 742759.2141310589)
2522,36638,m0510a,203577.8277,743016.4775,POINT (203577.82767835527 743016.4775128467)
2523,36638,m0520a,203577.8277,743016.4775,POINT (203577.82767835527 743016.4775128467)
2524,36639,m0210a,198994.9407,748495.4195,POINT (198994.94071900015 748495.4195370002)
2525,36639,m0220a,198994.9407,748495.4195,POINT (198994.94071900015 748495.4195370002)
2526,36639,m0910a,198994.9407,748495.4195,POINT (198994.94071900015 748495.4195370002)
2527,36640,m0310a,200559.3066,745937.9569,POINT (200559.3065649997 745937.9568824234)
2528,36640,m0510a,200559.3066,745937.9569,POINT (200559.3065649997 745937.9568824234)
2529,36641,m0510a,205772.5396,740614.067,POINT (205772.53957324807 740614.0669648066)
2530,36641,m0520a,205772.5396,740614.067,POINT (205772.53957324807 740614.0669648066)
2531,36641,m0620a,205772.5396,740614.067,POINT (205772.53957324807 740614.0669648066)
2532,36642,m0410a,196837.3462,744031.3912,POINT (196837.3462410001 744031.39118)
2533,36643,m0510a,202101.449,744945.8354,POINT (202101.4489546574 744945.8353915905)
2534,36643,m0520a,202101.449,744945.8354,POINT (202101.4489546574 744945.8353915905)
2535,36643,m0610a,202101.449,744945.8354,POINT (202101.4489546574 744945.8353915905)
2536,36643,m0620a,202101.449,744945.8354,POINT (202101.4489546574 744945.8353915905)
2537,36644,m0320a,200278.3263,746171.4682,POINT (200278.3263128989 746171.468163906)
2538,36644,m0520a,200278.3263,746171.4682,POINT (200278.3263128989 746171.468163906)
2539,36644,m0810a,200278.3263,746171.4682,POINT (200278.3263128989 746171.468163906)
2540,36644,m0820a,200278.3263,746171.4682,POINT (200278.3263128989 746171.468163906)
2541,36645,m0110a,196616.1012,745390.8372,POINT (196616.1012204477 745390.8371547967)
2542,36645,m0120a,196616.1012,745390.8372,POINT (196616.1012204477 745390.8371547967)
2543,36645,m0620a,196616.1012,745390.8372,POINT (196616.1012204477 745390.8371547967)
2544,36645,m0710a,196616.1012,745390.8372,POINT (196616.1012204477 745390.8371547967)
2545,36646,m0820a,208111.0075,759933.2179,POINT (208111.00751554276 759933.2178838684)
2546,36647,m0320a,200107.8199,746445.6889,POINT (200107.8199187345 746445.6889042115)
2547,36647,m0520a,200107.8199,746445.6889,POINT (200107.8199187345 746445.6889042115)
2548,36647,m0820a,200107.8199,746445.6889,POINT (200107.8199187345 746445.6889042115)
2549,36648,m0310a,200133.0407,746504.1571,POINT (200133.0406909705 746504.157058617)
2550,36648,m0510a,200133.0407,746504.1571,POINT (200133.0406909705 746504.157058617)
2551,36649,m0820a,208362.7226,760558.9475,POINT (208362.722550036 760558.9474761322)
2552,36650,m0820a,208497.6618,760900.7176,POINT (208497.66180494672 760900.7175914409)
2553,36652,m0110a,208962.6191,751521.5619,POINT (208962.61909499977 751521.5618859999)
2554,36652,m0120a,208962.6191,751521.5619,POINT (208962.61909499977 751521.5618859999)
2555,36652,m0410a,208962.6191,751521.5619,POINT (208962.61909499977 751521.5618859999)
2556,36653,m0820a,208072.4211,758628.3673,POINT (208072.4210992239 758628.3673166262)
2557,36654,m0110a,198418.4068,748369.7996,POINT (198418.4067698502 748369.7995593756)
2558,36654,m0120a,198418.4068,748369.7996,POINT (198418.4067698502 748369.7995593756)
2559,36654,m0620a,198418.4068,748369.7996,POINT (198418.4067698502 748369.7995593756)
2560,36654,m0710a,198418.4068,748369.7996,POINT (198418.4067698502 748369.7995593756)
2561,36655,m0820a,208029.733,759622.1819,POINT (208029.73301031368 759622.1819103183)
2562,36656,m0820a,209236.9558,751519.8116,POINT (209236.95581586185 751519.811572254)
2563,36658,m0410a,201059.5999,743889.371,POINT (201059.59986660528 743889.371026314)
2564,36660,m0310a,206137.2119,747215.1768,POINT (206137.21189399983 747215.1767780003)
2565,36661,m0110a,196492.791,744045.7123,POINT (196492.79095300025 744045.7123169994)
2566,36661,m0120a,196492.791,744045.7123,POINT (196492.79095300025 744045.7123169994)
2567,36661,m0410a,196492.791,744045.7123,POINT (196492.79095300025 744045.7123169994)
2568,36706,m0810a,201547.3389,744803.0435,POINT (201547.3388624921 744803.0435054067)
2569,36708,m0810a,202236.9368,742523.8234,POINT (202236.9367541626 742523.8234263475)
2570,36708,m0910a,202236.9368,742523.8234,POINT (202236.9367541626 742523.8234263475)
2571,36708,m0920a,202236.9368,742523.8234,POINT (202236.9367541626 742523.8234263475)
2572,36709,m0910a,202738.2963,742315.9752,POINT (202738.2962649999 742315.9752050004)
2573,36709,m0920a,202738.2963,742315.9752,POINT (202738.2962649999 742315.9752050004)
2574,36710,m0810a,202702.701,742868.3117,POINT (202702.70100999984 742868.3116640003)
2575,36710,m0910a,202702.701,742868.3117,POINT (202702.70100999984 742868.3116640003)
2576,36710,m0920a,202702.701,742868.3117,POINT (202702.70100999984 742868.3116640003)
2577,36711,m0810a,202933.0111,742694.8566,POINT (202933.01105925356 742694.8566407898)
2578,36711,m0910a,202933.0111,742694.8566,POINT (202933.01105925356 742694.8566407898)
2579,36711,m0920a,202933.0111,742694.8566,POINT (202933.01105925356 742694.8566407898)
2580,36714,brt021,228518.4713,758719.5175,POINT (228518.471339475 758719.517515842)
2581,36714,brt021,228518.4713,758719.5175,POINT (228518.471339475 758719.517515842)
2582,36714,brt022,228518.4713,758719.5175,POINT (228518.471339475 758719.517515842)
2583,36714,brt022,228518.4713,758719.5175,POINT (228518.471339475 758719.517515842)
2584,36716,brt021,228474.244,758808.1747,POINT (228474.244004341 758808.17470175)
2585,36716,brt022,228474.244,758808.1747,POINT (228474.244004341 758808.17470175)
2586,36737,m0810a,202433.2145,742879.1675,POINT (202433.2145421156 742879.1674755559)
2587,36737,m0910a,202433.2145,742879.1675,POINT (202433.2145421156 742879.1674755559)
2588,36738,m0810a,202909.7984,742403.9488,POINT (202909.798353309 742403.9487784255)
2589,36738,m0910a,202909.7984,742403.9488,POINT (202909.798353309 742403.9487784255)
2590,36738,m0920a,202909.7984,742403.9488,POINT (202909.798353309 742403.9487784255)
2591,36739,m0810a,202559.0216,742280.5464,POINT (202559.0216379998 742280.5464400003)
2592,36739,m0910a,202559.0216,742280.5464,POINT (202559.0216379998 742280.5464400003)
2593,36739,m0920a,202559.0216,742280.5464,POINT (202559.0216379998 742280.5464400003)
2594,36742,m0910a,203032.9194,742541.2873,POINT (203032.91935988376 742541.2872859946)
2595,36742,m0920a,203032.9194,742541.2873,POINT (203032.91935988376 742541.2872859946)
2596,36743,m0910a,202232.3444,742750.8947,POINT (202232.34441798716 742750.8947363128)
2597,36746,m0620a,197979.3692,739637.1326,POINT (197979.36916069625 739637.1325680992)
2598,36807,brt031,227129.1638,733219.3636,POINT (227129.163784282 733219.363574199)
2599,36807,brt032,227129.1638,733219.3636,POINT (227129.163784282 733219.363574199)
2600,36809,brt031,226800.0273,732882.4525,POINT (226800.027340678 732882.452459565)
2601,36809,brt032,226800.0273,732882.4525,POINT (226800.027340678 732882.452459565)
2602,36812,brt031,226376.5273,732589.6863,POINT (226376.52727026903 732589.6862914639)
2603,36812,brt032,226376.5273,732589.6863,POINT (226376.52727026903 732589.6862914639)
2604,36814,brt031,226283.8006,732269.9414,POINT (226283.80059984 732269.9413823282)
2605,36814,brt032,226283.8006,732269.9414,POINT (226283.80059984 732269.9413823282)
2606,36815,brt031,226195.0343,732150.8486,POINT (226195.034264939 732150.8485728361)
2607,36815,brt032,226195.0343,732150.8486,POINT (226195.034264939 732150.8485728361)
2608,36817,brt031,226125.3649,732088.2243,POINT (226125.364917934 732088.2242619509)
2609,36817,brt032,226125.3649,732088.2243,POINT (226125.364917934 732088.2242619509)
2610,36819,brt031,225623.8784,731824.665,POINT (225623.878418802 731824.6650211071)
2611,36819,brt032,225623.8784,731824.665,POINT (225623.878418802 731824.6650211071)
2612,36822,brt031,225122.2775,731656.4729,POINT (225122.27747293207 731656.472890475)
2613,36822,brt032,225122.2775,731656.4729,POINT (225122.27747293207 731656.472890475)
2614,36825,brt031,223974.8647,731007.6336,POINT (223974.86469966095 731007.6335883989)
2615,36825,brt032,223974.8647,731007.6336,POINT (223974.86469966095 731007.6335883989)
2616,36827,brt031,223845.7753,731106.667,POINT (223845.77528598503 731106.6670437589)
2617,36827,brt032,223845.7753,731106.667,POINT (223845.77528598503 731106.6670437589)
2618,36829,brt031,223514.0826,731452.375,POINT (223514.0826061789 731452.37495183)
2619,36829,brt032,223514.0826,731452.375,POINT (223514.0826061789 731452.37495183)
2620,36831,brt031,223032.6896,731531.0779,POINT (223032.689620405 731531.0778560081)
2621,36831,brt032,223032.6896,731531.0779,POINT (223032.689620405 731531.0778560081)
2622,36835,brt031,222912.0988,731245.1754,POINT (222912.09877971205 731245.17535573)
2623,36835,brt032,222912.0988,731245.1754,POINT (222912.09877971205 731245.17535573)
2624,36838,brt031,222849.2722,731078.4908,POINT (222849.2722330381 731078.4908049371)
2625,36838,brt032,222849.2722,731078.4908,POINT (222849.2722330381 731078.4908049371)
2626,36840,brt031,222912.3046,730239.9549,POINT (222912.304640246 730239.9548570762)
2627,36840,brt032,222912.3046,730239.9549,POINT (222912.304640246 730239.9548570762)
2628,36841,brt031,222541.2355,729746.2564,POINT (222541.235533903 729746.2563541181)
2629,36841,brt032,222541.2355,729746.2564,POINT (222541.235533903 729746.2563541181)
2630,36843,brt031,222254.21,729369.9595,POINT (222254.210015578 729369.9595186489)
2631,36843,brt032,222254.21,729369.9595,POINT (222254.210015578 729369.9595186489)
2632,36847,brt031,219965.5144,728247.1296,POINT (219965.514408129 728247.129609761)
2633,36850,brt012,212730.345,747634.3815,POINT (212730.34500598 747634.3815190739)
2634,36854,brt011,213008.574,747676.1223,POINT (213008.574029449 747676.1223257381)
2635,36854,brt012,213008.574,747676.1223,POINT (213008.574029449 747676.1223257381)
2636,36858,brt011,214374.0745,747550.3234,POINT (214374.07448539897 747550.3234321581)
2637,36858,brt012,214374.0745,747550.3234,POINT (214374.07448539897 747550.3234321581)
2638,36860,brt011,214575.1823,747633.2359,POINT (214575.18228705105 747633.235876619)
2639,36860,brt012,214575.1823,747633.2359,POINT (214575.18228705105 747633.235876619)
2640,36862,brt011,214620.7809,747779.2127,POINT (214620.780878018 747779.212735018)
2641,36862,brt012,214620.7809,747779.2127,POINT (214620.780878018 747779.212735018)
2642,36870,brt011,216656.6017,748122.9852,POINT (216656.60173706297 748122.985239913)
2643,36870,brt012,216656.6017,748122.9852,POINT (216656.60173706297 748122.985239913)
2644,36872,brt011,217315.2793,748418.6122,POINT (217315.279283095 748418.612247095)
2645,36872,brt012,217315.2793,748418.6122,POINT (217315.279283095 748418.612247095)
2646,36879,brt011,220637.4807,748893.0354,POINT (220637.48071602397 748893.0353782219)
2647,36879,brt012,220637.4807,748893.0354,POINT (220637.48071602397 748893.0353782219)
2648,36881,brt011,222415.9248,748579.4997,POINT (222415.924810037 748579.499702861)
2649,36881,brt012,222415.9248,748579.4997,POINT (222415.924810037 748579.499702861)
2650,36886,brt011,223707.8473,749175.9891,POINT (223707.847315721 749175.9891380188)
2651,36886,brt012,223707.8473,749175.9891,POINT (223707.847315721 749175.9891380188)
2652,36888,brt011,224544.1433,749478.3216,POINT (224544.14332162103 749478.3216314901)
2653,36888,brt012,224544.1433,749478.3216,POINT (224544.14332162103 749478.3216314901)
2654,36890,brt011,224908.0152,749821.44,POINT (224908.01518735505 749821.439988447)
2655,36890,brt012,224908.0152,749821.44,POINT (224908.01518735505 749821.439988447)
2656,36892,brt011,225560.4403,751386.0729,POINT (225560.44026553095 751386.0729420239)
2657,36892,brt012,225560.4403,751386.0729,POINT (225560.44026553095 751386.0729420239)
2658,36894,brt011,225011.888,751742.5036,POINT (225011.88801098 751742.50355515)
2659,36894,brt012,225011.888,751742.5036,POINT (225011.88801098 751742.50355515)
2660,36896,brt011,225022.876,751914.8567,POINT (225022.876047144 751914.8566939092)
2661,36896,brt012,225022.876,751914.8567,POINT (225022.876047144 751914.8566939092)
2662,36898,brt011,225524.6513,752058.3538,POINT (225524.651344461 752058.3538260813)
2663,36898,brt012,225524.6513,752058.3538,POINT (225524.651344461 752058.3538260813)
2664,36898,brt021,225524.6513,752058.3538,POINT (225524.651344461 752058.3538260813)
2665,36898,brt022,225524.6513,752058.3538,POINT (225524.651344461 752058.3538260813)
2666,36900,brt011,226536.9767,752266.9043,POINT (226536.976741674 752266.9043207789)
2667,36900,brt012,226536.9767,752266.9043,POINT (226536.976741674 752266.9043207789)
2668,36900,brt021,226536.9767,752266.9043,POINT (226536.976741674 752266.9043207789)
2669,36900,brt022,226536.9767,752266.9043,POINT (226536.976741674 752266.9043207789)
2670,36903,brt011,227195.046,752319.2534,POINT (227195.046017996 752319.2533579262)
2671,36903,brt012,227195.046,752319.2534,POINT (227195.046017996 752319.2533579262)
2672,36903,brt021,227195.046,752319.2534,POINT (227195.046017996 752319.2533579262)
2673,36903,brt022,227195.046,752319.2534,POINT (227195.046017996 752319.2533579262)
2674,36904,brt021,227224.1795,752306.1612,POINT (227224.179542708 752306.16118586)
2675,36906,brt011,227568.3097,752161.7311,POINT (227568.30965344692 752161.7310978151)
2676,36906,brt012,227568.3097,752161.7311,POINT (227568.30965344692 752161.7310978151)
2677,36906,brt021,227568.3097,752161.7311,POINT (227568.30965344692 752161.7310978151)
2678,36906,brt022,227568.3097,752161.7311,POINT (227568.30965344692 752161.7310978151)
2679,36907,brt011,227896.4717,752007.3849,POINT (227896.471664684 752007.3848607331)
2680,36907,brt012,227896.4717,752007.3849,POINT (227896.471664684 752007.3848607331)
2681,36907,brt021,227896.4717,752007.3849,POINT (227896.471664684 752007.3848607331)
2682,36907,brt022,227896.4717,752007.3849,POINT (227896.471664684 752007.3848607331)
2683,36909,brt011,228162.9263,751983.468,POINT (228162.9262527209 751983.4680114271)
2684,36909,brt012,228162.9263,751983.468,POINT (228162.9262527209 751983.4680114271)
2685,36909,brt021,228162.9263,751983.468,POINT (228162.9262527209 751983.4680114271)
2686,36909,brt022,228162.9263,751983.468,POINT (228162.9262527209 751983.4680114271)
2687,36912,brt011,228451.1408,751965.3161,POINT (228451.140776842 751965.3161075021)
2688,36912,brt012,228451.1408,751965.3161,POINT (228451.140776842 751965.3161075021)
2689,36912,brt021,228451.1408,751965.3161,POINT (228451.140776842 751965.3161075021)
2690,36912,brt022,228451.1408,751965.3161,POINT (228451.140776842 751965.3161075021)
2691,36913,brt011,228974.9159,751785.7556,POINT (228974.91594113305 751785.755644297)
2692,36913,brt012,228974.9159,751785.7556,POINT (228974.91594113305 751785.755644297)
2693,36913,brt021,228974.9159,751785.7556,POINT (228974.91594113305 751785.755644297)
2694,36913,brt022,228974.9159,751785.7556,POINT (228974.91594113305 751785.755644297)
2695,36915,brt011,229340.4028,751797.2128,POINT (229340.40284512905 751797.2127597838)
2696,36915,brt012,229340.4028,751797.2128,POINT (229340.40284512905 751797.2127597838)
2697,36915,brt021,229340.4028,751797.2128,POINT (229340.40284512905 751797.2127597838)
