тоегд1,node,LINE_ID,X,Y,geometry
911,513004,Mgt1-W,179645.1614,665882.3048,POINT (179645.161399014 665882.3047741499)
912,513004,Mgt2-E,179645.1614,665882.3048,POINT (179645.161399014 665882.3047741499)
913,513004,Mgt2-W,179645.1614,665882.3048,POINT (179645.161399014 665882.3047741499)
914,513005,Mgt1-E,178827.0119,666096.981,POINT (178827.01188997002 666096.9810355231)
915,513005,Mgt1-W,178827.0119,666096.981,POINT (178827.01188997002 666096.9810355231)
916,513005,Mgt2-E,178827.0119,666096.981,POINT (178827.01188997002 666096.9810355231)
917,513005,Mgt2-W,178827.0119,666096.981,POINT (178827.01188997002 666096.9810355231)
918,513006,Mgt1-E,178637.9724,665571.8392,POINT (178637.97244805502 665571.839195249)
919,513006,Mgt1-W,178637.9724,665571.8392,POINT (178637.97244805502 665571.839195249)
920,513006,Mgt2-E,178637.9724,665571.8392,POINT (178637.97244805502 665571.839195249)
921,513006,Mgt2-W,178637.9724,665571.8392,POINT (178637.97244805502 665571.839195249)
922,513007,Mgt1-E,178362.702,664958.144,POINT (178362.70200000002 664958.144000001)
923,513007,Mgt1-W,178362.702,664958.144,POINT (178362.70200000002 664958.144000001)
924,513007,Mgt2-E,178362.702,664958.144,POINT (178362.70200000002 664958.144000001)
925,513007,Mgt2-W,178362.702,664958.144,POINT (178362.70200000002 664958.144000001)
926,513008,Mgt1-E,178363.373,664626.754,POINT (178363.373 664626.754)
927,513008,Mgt1-W,178363.373,664626.754,POINT (178363.373 664626.754)
928,513008,Mgt2-E,178363.373,664626.754,POINT (178363.373 664626.754)
929,513008,Mgt2-W,178363.373,664626.754,POINT (178363.373 664626.754)
930,513009,Mgt1-E,178577.698,664245.162,POINT (178577.698 664245.161999998)
931,513009,Mgt1-W,178577.698,664245.162,POINT (178577.698 664245.161999998)
932,513009,Mgt2-E,178577.698,664245.162,POINT (178577.698 664245.161999998)
933,513009,Mgt2-W,178577.698,664245.162,POINT (178577.698 664245.161999998)
934,513009,Mgt3-E,178577.698,664245.162,POINT (178577.698 664245.161999998)
935,513010,Mgt1-E,178742.722,663761.168,POINT (178742.722 663761.1680000001)
936,513010,Mgt1-W,178742.722,663761.168,POINT (178742.722 663761.1680000001)
937,513010,Mgt2-E,178742.722,663761.168,POINT (178742.722 663761.1680000001)
938,513010,Mgt2-W,178742.722,663761.168,POINT (178742.722 663761.1680000001)
939,513010,Mgt3-E,178742.722,663761.168,POINT (178742.722 663761.1680000001)
940,513010,Mgt3-W,178742.722,663761.168,POINT (178742.722 663761.1680000001)
941,513011,Mgt1-E,178844.544,663414.046,POINT (178844.544 663414.0460000001)
942,513011,Mgt1-W,178844.544,663414.046,POINT (178844.544 663414.0460000001)
943,513011,Mgt2-E,178844.544,663414.046,POINT (178844.544 663414.0460000001)
944,513011,Mgt2-W,178844.544,663414.046,POINT (178844.544 663414.0460000001)
945,513011,Mgt3-E,178844.544,663414.046,POINT (178844.544 663414.0460000001)
946,513011,Mgt3-W,178844.544,663414.046,POINT (178844.544 663414.0460000001)
947,513012,Mgt1-E,179220.368,662865.157,POINT (179220.368 662865.156999999)
948,513012,Mgt1-W,179220.368,662865.157,POINT (179220.368 662865.156999999)
949,513012,Mgt2-E,179220.368,662865.157,POINT (179220.368 662865.156999999)
950,513012,Mgt2-W,179220.368,662865.157,POINT (179220.368 662865.156999999)
951,513012,Mgt3-E,179220.368,662865.157,POINT (179220.368 662865.156999999)
952,513012,Mgt3-W,179220.368,662865.157,POINT (179220.368 662865.156999999)
953,513013,Mgt1-E,179512.864,662711.165,POINT (179512.86399999997 662711.165)
954,513013,Mgt1-W,179512.864,662711.165,POINT (179512.86399999997 662711.165)
955,513013,Mgt2-E,179512.864,662711.165,POINT (179512.86399999997 662711.165)
956,513013,Mgt2-W,179512.864,662711.165,POINT (179512.86399999997 662711.165)
957,513013,Mgt3-E,179512.864,662711.165,POINT (179512.86399999997 662711.165)
958,513013,Mgt3-W,179512.864,662711.165,POINT (179512.86399999997 662711.165)
959,513014,Mgt1-E,179835.221,662548.522,POINT (179835.221 662548.522)
960,513014,Mgt1-W,179835.221,662548.522,POINT (179835.221 662548.522)
961,513014,Mgt2-E,179835.221,662548.522,POINT (179835.221 662548.522)
962,513014,Mgt2-W,179835.221,662548.522,POINT (179835.221 662548.522)
963,513014,Mgt3-E,179835.221,662548.522,POINT (179835.221 662548.522)
964,513014,Mgt3-W,179835.221,662548.522,POINT (179835.221 662548.522)
965,513015,Mgt1-E,180419.999,662466.155,POINT (180419.999 662466.1549999989)
966,513015,Mgt1-W,180419.999,662466.155,POINT (180419.999 662466.1549999989)
967,513015,Mgt2-E,180419.999,662466.155,POINT (180419.999 662466.1549999989)
968,513015,Mgt2-W,180419.999,662466.155,POINT (180419.999 662466.1549999989)
969,513015,Mgt3-E,180419.999,662466.155,POINT (180419.999 662466.1549999989)
970,513015,Mgt3-W,180419.999,662466.155,POINT (180419.999 662466.1549999989)
971,513016,Mgt1-E,180902.482,662426.024,POINT (180902.482 662426.024)
972,513016,Mgt1-W,180902.482,662426.024,POINT (180902.482 662426.024)
973,513016,Mgt2-E,180902.482,662426.024,POINT (180902.482 662426.024)
974,513016,Mgt2-W,180902.482,662426.024,POINT (180902.482 662426.024)
975,513016,Mgt3-E,180902.482,662426.024,POINT (180902.482 662426.024)
976,513016,Mgt3-W,180902.482,662426.024,POINT (180902.482 662426.024)
977,513017,Mgt1-E,181300.111,662403.167,POINT (181300.111 662403.166999999)
978,513017,Mgt1-W,181300.111,662403.167,POINT (181300.111 662403.166999999)
979,513017,Mgt2-E,181300.111,662403.167,POINT (181300.111 662403.166999999)
980,513017,Mgt2-W,181300.111,662403.167,POINT (181300.111 662403.166999999)
981,513017,Mgt3-E,181300.111,662403.167,POINT (181300.111 662403.166999999)
982,513017,Mgt3-W,181300.111,662403.167,POINT (181300.111 662403.166999999)
983,513018,Mgt1-E,182294.831,663024.84,POINT (182294.831 663024.8400000011)
984,513018,Mgt1-W,182294.831,663024.84,POINT (182294.831 663024.8400000011)
985,513018,Mgt2-E,182294.831,663024.84,POINT (182294.831 663024.8400000011)
986,513018,Mgt2-W,182294.831,663024.84,POINT (182294.831 663024.8400000011)
987,513018,Mgt3-E,182294.831,663024.84,POINT (182294.831 663024.8400000011)
988,513018,Mgt3-W,182294.831,663024.84,POINT (182294.831 663024.8400000011)
989,513019,Mgt1-E,181859.605,662694.655,POINT (181859.605 662694.655)
990,513019,Mgt1-W,181859.605,662694.655,POINT (181859.605 662694.655)
991,513019,Mgt2-E,181859.605,662694.655,POINT (181859.605 662694.655)
992,513019,Mgt2-W,181859.605,662694.655,POINT (181859.605 662694.655)
993,513019,Mgt3-E,181859.605,662694.655,POINT (181859.605 662694.655)
994,513019,Mgt3-W,181859.605,662694.655,POINT (181859.605 662694.655)
995,513020,Mgt1-E,182853.913,662971.511,POINT (182853.913 662971.511)
996,513020,Mgt1-W,182853.913,662971.511,POINT (182853.913 662971.511)
997,513020,Mgt2-E,182853.913,662971.511,POINT (182853.913 662971.511)
998,513020,Mgt2-W,182853.913,662971.511,POINT (182853.913 662971.511)
999,513020,Mgt3-E,182853.913,662971.511,POINT (182853.913 662971.511)
1000,513020,Mgt3-W,182853.913,662971.511,POINT (182853.913 662971.511)
1001,513021,Mgt1-E,183239.884,663054.641,POINT (183239.884 663054.6410000001)
1002,513021,Mgt1-W,183239.884,663054.641,POINT (183239.884 663054.6410000001)
1003,513021,Mgt2-E,183239.884,663054.641,POINT (183239.884 663054.6410000001)
1004,513021,Mgt2-W,183239.884,663054.641,POINT (183239.884 663054.6410000001)
1005,513021,Mgt3-E,183239.884,663054.641,POINT (183239.884 663054.6410000001)
1006,513021,Mgt3-W,183239.884,663054.641,POINT (183239.884 663054.6410000001)
1007,513022,Mgt1-E,183950.547,662986.159,POINT (183950.547 662986.159)
1008,513022,Mgt1-W,183950.547,662986.159,POINT (183950.547 662986.159)
1009,513022,Mgt2-E,183950.547,662986.159,POINT (183950.547 662986.159)
1010,513022,Mgt2-W,183950.547,662986.159,POINT (183950.547 662986.159)
1011,513022,Mgt3-E,183950.547,662986.159,POINT (183950.547 662986.159)
1012,513022,Mgt3-W,183950.547,662986.159,POINT (183950.547 662986.159)
1013,513023,LRT-L1,184599.518,662690.276,POINT (184599.518 662690.276)
1014,513023,LRT-L2,184599.518,662690.276,POINT (184599.518 662690.276)
1015,513023,Mgt1-E,184599.518,662690.276,POINT (184599.518 662690.276)
1016,513023,Mgt1-W,184599.518,662690.276,POINT (184599.518 662690.276)
1017,513023,Mgt2-E,184599.518,662690.276,POINT (184599.518 662690.276)
1018,513023,Mgt2-W,184599.518,662690.276,POINT (184599.518 662690.276)
1019,513023,Mgt3-E,184599.518,662690.276,POINT (184599.518 662690.276)
1020,513023,Mgt3-W,184599.518,662690.276,POINT (184599.518 662690.276)
1021,513024,Mgt1-E,185197.1174,662116.2539,POINT (185197.11742583904 662116.2539016361)
1022,513024,Mgt1-W,185197.1174,662116.2539,POINT (185197.11742583904 662116.2539016361)
1023,513024,Mgt2-E,185197.1174,662116.2539,POINT (185197.11742583904 662116.2539016361)
1024,513024,Mgt2-W,185197.1174,662116.2539,POINT (185197.11742583904 662116.2539016361)
1025,513024,Mgt3-E,185197.1174,662116.2539,POINT (185197.11742583904 662116.2539016361)
1026,513024,Mgt3-W,185197.1174,662116.2539,POINT (185197.11742583904 662116.2539016361)
1027,513025,Mgt2-E,185094.1998,661529.4735,POINT (185094.199781843 661529.47345685)
1028,513025,Mgt2-W,185094.1998,661529.4735,POINT (185094.199781843 661529.47345685)
1029,513025,Mgt3-E,185094.1998,661529.4735,POINT (185094.199781843 661529.47345685)
1030,513025,Mgt3-W,185094.1998,661529.4735,POINT (185094.199781843 661529.47345685)
1031,513027,Mgt2-E,190599.7167,659260.6519,POINT (190599.71667693503 659260.6518903711)
1032,513027,Mgt2-W,190599.7167,659260.6519,POINT (190599.71667693503 659260.6518903711)
1033,513027,Mgt3-E,190599.7167,659260.6519,POINT (190599.71667693503 659260.6518903711)
1034,513027,Mgt3-W,190599.7167,659260.6519,POINT (190599.71667693503 659260.6518903711)
1035,513029,Mgt1-E,185580.1938,662616.4412,POINT (185580.193830625 662616.4412020762)
1036,513029,Mgt1-W,185580.1938,662616.4412,POINT (185580.193830625 662616.4412020762)
1037,513030,Mgt1-E,185642.258,663347.884,POINT (185642.258 663347.884)
1038,513030,Mgt1-W,185642.258,663347.884,POINT (185642.258 663347.884)
1039,513031,Mgt1-E,185577.134,663896.041,POINT (185577.134 663896.0409999989)
1040,513031,Mgt1-W,185577.134,663896.041,POINT (185577.134 663896.0409999989)
1041,513032,Mgt1-W,185960.297,664279.921,POINT (185960.297 664279.9209999989)
1042,513052,Mgt2-E,184778.258,660524.0864,POINT (184778.258040454 660524.086383883)
1043,513052,Mgt2-W,184778.258,660524.0864,POINT (184778.258040454 660524.086383883)
1044,513052,Mgt3-E,184778.258,660524.0864,POINT (184778.258040454 660524.086383883)
1045,513052,Mgt3-W,184778.258,660524.0864,POINT (184778.258040454 660524.086383883)
1046,513053,Mgt2-E,185790.711,660414.992,POINT (185790.711 660414.992)
1047,513053,Mgt2-W,185790.711,660414.992,POINT (185790.711 660414.992)
1048,513053,Mgt3-E,185790.711,660414.992,POINT (185790.711 660414.992)
1049,513053,Mgt3-W,185790.711,660414.992,POINT (185790.711 660414.992)
1050,513054,Mgt2-E,186409.547,660317.641,POINT (186409.547 660317.6410000001)
1051,513054,Mgt2-W,186409.547,660317.641,POINT (186409.547 660317.6410000001)
1052,513054,Mgt3-E,186409.547,660317.641,POINT (186409.547 660317.6410000001)
1053,513054,Mgt3-W,186409.547,660317.641,POINT (186409.547 660317.6410000001)
1054,513055,Mgt2-E,186967.698,660180.754,POINT (186967.698 660180.754000001)
1055,513055,Mgt2-W,186967.698,660180.754,POINT (186967.698 660180.754000001)
1056,513055,Mgt3-E,186967.698,660180.754,POINT (186967.698 660180.754000001)
1057,513055,Mgt3-W,186967.698,660180.754,POINT (186967.698 660180.754000001)
1058,513056,Mgt2-E,187546.693,660098.327,POINT (187546.693 660098.327)
1059,513056,Mgt2-W,187546.693,660098.327,POINT (187546.693 660098.327)
1060,513056,Mgt3-E,187546.693,660098.327,POINT (187546.693 660098.327)
1061,513056,Mgt3-W,187546.693,660098.327,POINT (187546.693 660098.327)
1062,513057,Mgt2-E,188879.945,659489.577,POINT (188879.945 659489.577000001)
1063,513057,Mgt2-W,188879.945,659489.577,POINT (188879.945 659489.577000001)
1064,513057,Mgt3-E,188879.945,659489.577,POINT (188879.945 659489.577000001)
1065,513057,Mgt3-W,188879.945,659489.577,POINT (188879.945 659489.577000001)
1066,513058,Mgt2-E,189594.9552,659405.8455,POINT (189594.95519782297 659405.845508739)
1067,513058,Mgt2-W,189594.9552,659405.8455,POINT (189594.95519782297 659405.845508739)
1068,513058,Mgt3-E,189594.9552,659405.8455,POINT (189594.95519782297 659405.845508739)
1069,513058,Mgt3-W,189594.9552,659405.8455,POINT (189594.95519782297 659405.845508739)
1070,513059,Mgt2-E,189943.6694,659370.2985,POINT (189943.669377616 659370.298497998)
1071,513059,Mgt2-W,189943.6694,659370.2985,POINT (189943.669377616 659370.298497998)
1072,513059,Mgt3-E,189943.6694,659370.2985,POINT (189943.669377616 659370.298497998)
1073,513059,Mgt3-W,189943.6694,659370.2985,POINT (189943.669377616 659370.298497998)
1074,513060,Mgt2-W,191564.8597,659355.0756,POINT (191564.85968970097 659355.075601186)
1075,513060,Mgt3-W,191564.8597,659355.0756,POINT (191564.85968970097 659355.075601186)
1076,513061,Mgt2-E,188411.0469,659926.5218,POINT (188411.04694291603 659926.521767882)
1077,513061,Mgt2-W,188411.0469,659926.5218,POINT (188411.04694291603 659926.521767882)
1078,513061,Mgt3-E,188411.0469,659926.5218,POINT (188411.04694291603 659926.521767882)
1079,513061,Mgt3-W,188411.0469,659926.5218,POINT (188411.04694291603 659926.521767882)
1080,513062,Mgt2-E,185283.738,660469.3038,POINT (185283.73795103005 660469.3038061241)
1081,513062,Mgt2-W,185283.738,660469.3038,POINT (185283.73795103005 660469.3038061241)
1082,513062,Mgt3-E,185283.738,660469.3038,POINT (185283.73795103005 660469.3038061241)
1083,513062,Mgt3-W,185283.738,660469.3038,POINT (185283.73795103005 660469.3038061241)
1084,513063,Mgt2-E,184909.4261,661035.1236,POINT (184909.426116752 661035.1236024221)
1085,513063,Mgt2-W,184909.4261,661035.1236,POINT (184909.426116752 661035.1236024221)
1086,513063,Mgt3-E,184909.4261,661035.1236,POINT (184909.426116752 661035.1236024221)
1087,513063,Mgt3-W,184909.4261,661035.1236,POINT (184909.426116752 661035.1236024221)
1088,513065,Mgt2-E,187957.0868,660163.4067,POINT (187957.08676171 660163.4066755981)
1089,513065,Mgt2-W,187957.0868,660163.4067,POINT (187957.08676171 660163.4066755981)
1090,513065,Mgt3-E,187957.0868,660163.4067,POINT (187957.08676171 660163.4066755981)
1091,513065,Mgt3-W,187957.0868,660163.4067,POINT (187957.08676171 660163.4066755981)
1092,514033,Yelw-N,183649.094,670171.92,POINT (183649.094 670171.9199999989)
1093,514033,Yelw-S,183649.094,670171.92,POINT (183649.094 670171.9199999989)
1094,514034,Yelw-N,184048.768,670629.882,POINT (184048.768 670629.882)
1095,514034,Yelw-S,184048.768,670629.882,POINT (184048.768 670629.882)
1096,514035,Yelw-N,184398.6778,671225.8407,POINT (184398.67783511305 671225.8406527112)
1097,514035,Yelw-S,184398.6778,671225.8407,POINT (184398.67783511305 671225.8406527112)
1098,515002,BRT2-1,187270.9564,648249.2303,POINT (187270.956421165 648249.2303412518)
1099,515002,BRT2-2,187270.9564,648249.2303,POINT (187270.956421165 648249.2303412518)
1100,515003,BRT2-1,186475.5615,648305.4926,POINT (186475.56147075896 648305.4926103819)
1101,515003,BRT2-2,186475.5615,648305.4926,POINT (186475.56147075896 648305.4926103819)
1102,515004,BRT2-1,185190.0439,649738.1857,POINT (185190.043926088 649738.1856662261)
1103,515004,BRT2-2,185190.0439,649738.1857,POINT (185190.043926088 649738.1856662261)
1104,515005,BRT2-1,185203.5523,650370.7196,POINT (185203.552334125 650370.719606475)
1105,515005,BRT2-2,185203.5523,650370.7196,POINT (185203.552334125 650370.719606475)
1106,515006,BRT2-1,185202.4174,650741.536,POINT (185202.417402511 650741.5360245771)
1107,515006,BRT2-2,185202.4174,650741.536,POINT (185202.417402511 650741.5360245771)
1108,515007,BRT2-1,185154.9356,651412.2333,POINT (185154.935575276 651412.233277227)
1109,515007,BRT2-2,185154.9356,651412.2333,POINT (185154.935575276 651412.233277227)
1110,515008,BRT1-1,184061.4,652539.6259,POINT (184061.39999532097 652539.62594659)
1111,515008,BRT1-2,184061.4,652539.6259,POINT (184061.39999532097 652539.62594659)
1112,515010,BRT2-2,185119.385,652886.2747,POINT (185119.384975326 652886.2747133928)
1113,515013,BRT1-1,183796.9724,652018.9423,POINT (183796.97243282097 652018.942284267)
1114,515013,BRT1-2,183796.9724,652018.9423,POINT (183796.97243282097 652018.942284267)
1115,515014,BRT1-1,182898.9629,652303.9991,POINT (182898.96293723505 652303.9991113109)
1116,515014,BRT1-2,182898.9629,652303.9991,POINT (182898.96293723505 652303.9991113109)
1117,515018,BRT1-1,181584.5034,652429.2941,POINT (181584.503438355 652429.2941074399)
1118,515018,BRT1-2,181584.5034,652429.2941,POINT (181584.503438355 652429.2941074399)
1119,515019,BRT1-1,190061.7636,652533.2935,POINT (190061.763572189 652533.2935308949)
1120,515019,BRT1-2,190061.7636,652533.2935,POINT (190061.763572189 652533.2935308949)
1121,515021,BRT1-1,180670.2956,652473.551,POINT (180670.295647071 652473.550999712)
1122,515021,BRT1-2,180670.2956,652473.551,POINT (180670.295647071 652473.550999712)
1123,515022,BRT1-1,179801.8133,652688.481,POINT (179801.813334436 652688.480989141)
1124,515022,BRT1-2,179801.8133,652688.481,POINT (179801.813334436 652688.480989141)
1125,515026,BRT1-1,181260.3448,652398.1122,POINT (181260.3448472 652398.112216225)
1126,515026,BRT1-2,181260.3448,652398.1122,POINT (181260.3448472 652398.112216225)
1127,515027,BRT1-1,182416.6575,652252.8062,POINT (182416.65752199703 652252.806239453)
1128,515027,BRT1-2,182416.6575,652252.8062,POINT (182416.65752199703 652252.806239453)
1129,515037,BRT1-1,189292.1133,649395.4525,POINT (189292.11334761904 649395.4525218881)
1130,515037,BRT1-2,189292.1133,649395.4525,POINT (189292.11334761904 649395.4525218881)
1131,515037,BRT2-1,189292.1133,649395.4525,POINT (189292.11334761904 649395.4525218881)
1132,515037,BRT2-2,189292.1133,649395.4525,POINT (189292.11334761904 649395.4525218881)
1133,515038,BRT1-1,189673.983,650107.7694,POINT (189673.98299509895 650107.7693956749)
1134,515038,BRT1-2,189673.983,650107.7694,POINT (189673.98299509895 650107.7693956749)
1135,515038,BRT2-1,189673.983,650107.7694,POINT (189673.98299509895 650107.7693956749)
1136,515038,BRT2-2,189673.983,650107.7694,POINT (189673.98299509895 650107.7693956749)
1137,515041,BRT2-1,187521.8818,648649.8381,POINT (187521.88179925497 648649.838108292)
1138,515041,BRT2-2,187521.8818,648649.8381,POINT (187521.88179925497 648649.838108292)
1139,515045,BRT1-1,188649.161,648273.2337,POINT (188649.160985198 648273.2336726161)
1140,515045,BRT1-2,188649.161,648273.2337,POINT (188649.160985198 648273.2336726161)
1141,515045,BRT2-1,188649.161,648273.2337,POINT (188649.160985198 648273.2336726161)
1142,515045,BRT2-2,188649.161,648273.2337,POINT (188649.160985198 648273.2336726161)
1143,515046,BRT2-1,185809.0651,648399.0298,POINT (185809.065064958 648399.0298347321)
1144,515046,BRT2-2,185809.0651,648399.0298,POINT (185809.065064958 648399.0298347321)
1145,515048,BRT2-1,185094.9941,651876.3866,POINT (185094.994126872 651876.386561155)
1146,515048,BRT2-2,185094.9941,651876.3866,POINT (185094.994126872 651876.386561155)
1147,515049,BRT1-1,180340.092,652508.9076,POINT (180340.092045244 652508.9076365321)
1148,515049,BRT1-2,180340.092,652508.9076,POINT (180340.092045244 652508.9076365321)
1149,515060,BRT1-1,187820.2914,648862.3154,POINT (187820.291440518 648862.3154035001)
1150,515060,BRT1-2,187820.2914,648862.3154,POINT (187820.291440518 648862.3154035001)
1151,515061,BRT1-1,187531.7801,649554.0586,POINT (187531.78010931303 649554.0586152001)
1152,515061,BRT1-2,187531.7801,649554.0586,POINT (187531.78010931303 649554.0586152001)
1153,515063,BRT1-1,186706.8634,651006.1884,POINT (186706.86344494 651006.1884481779)
1154,515063,BRT1-2,186706.8634,651006.1884,POINT (186706.86344494 651006.1884481779)
1155,515064,BRT1-1,186097.3886,652113.6554,POINT (186097.388640877 652113.655354192)
1156,515064,BRT1-2,186097.3886,652113.6554,POINT (186097.388640877 652113.655354192)
1157,515065,BRT1-1,185463.4019,653007.2402,POINT (185463.401883233 653007.2401755289)
1158,515065,BRT1-2,185463.4019,653007.2402,POINT (185463.401883233 653007.2401755289)
1159,515066,BRT1-1,185152.0025,653575.296,POINT (185152.002469266 653575.295984742)
1160,515066,BRT1-2,185152.0025,653575.296,POINT (185152.002469266 653575.295984742)
1161,515067,BRT1-1,184596.5992,653295.265,POINT (184596.59920766 653295.264989191)
1162,515067,BRT1-2,184596.5992,653295.265,POINT (184596.59920766 653295.264989191)
1163,515068,BRT1-1,183853.2966,652883.3801,POINT (183853.296615246 652883.3800855811)
1164,515068,BRT1-2,183853.2966,652883.3801,POINT (183853.296615246 652883.3800855811)
1165,515069,BRT1-1,189223.2363,652557.8529,POINT (189223.23633682 652557.8529342262)
1166,515069,BRT1-2,189223.2363,652557.8529,POINT (189223.23633682 652557.8529342262)
1167,515070,BRT1-1,190691.6795,652342.3207,POINT (190691.679497214 652342.320738668)
1168,515070,BRT1-2,190691.6795,652342.3207,POINT (190691.679497214 652342.320738668)
1169,515070,BRT2-1,190691.6795,652342.3207,POINT (190691.679497214 652342.320738668)
1170,515070,BRT2-2,190691.6795,652342.3207,POINT (190691.679497214 652342.320738668)
1171,515072,BRT1-1,189449.5681,649637.9638,POINT (189449.568127378 649637.963791462)
1172,515072,BRT1-2,189449.5681,649637.9638,POINT (189449.568127378 649637.963791462)
1173,515072,BRT2-1,189449.5681,649637.9638,POINT (189449.568127378 649637.963791462)
1174,515072,BRT2-2,189449.5681,649637.9638,POINT (189449.568127378 649637.963791462)
1175,515073,BRT2-1,185261.883,649275.7955,POINT (185261.88301415 649275.7955425269)
1176,515073,BRT2-2,185261.883,649275.7955,POINT (185261.88301415 649275.7955425269)
1177,515074,BRT2-1,185255.6308,652704.1096,POINT (185255.63080994305 652704.109566308)
1178,515074,BRT2-2,185255.6308,652704.1096,POINT (185255.63080994305 652704.109566308)
1179,515075,BRT1-1,183442.9602,652150.8151,POINT (183442.960192092 652150.8150886461)
1180,515075,BRT1-2,183442.9602,652150.8151,POINT (183442.960192092 652150.8150886461)
1181,515078,BRT1-1,190618.1317,652006.1632,POINT (190618.131749074 652006.1632356871)
1182,515078,BRT1-2,190618.1317,652006.1632,POINT (190618.131749074 652006.1632356871)
1183,515078,BRT2-1,190618.1317,652006.1632,POINT (190618.131749074 652006.1632356871)
1184,515078,BRT2-2,190618.1317,652006.1632,POINT (190618.131749074 652006.1632356871)
1185,515081,BRT1-1,190100.1045,650792.4588,POINT (190100.10451746 650792.4588324962)
1186,515081,BRT1-2,190100.1045,650792.4588,POINT (190100.10451746 650792.4588324962)
1187,515081,BRT2-1,190100.1045,650792.4588,POINT (190100.10451746 650792.4588324962)
1188,515081,BRT2-2,190100.1045,650792.4588,POINT (190100.10451746 650792.4588324962)
1189,515083,BRT1-1,188943.1265,648981.5983,POINT (188943.126528445 648981.598307788)
1190,515083,BRT1-2,188943.1265,648981.5983,POINT (188943.126528445 648981.598307788)
1191,515083,BRT2-1,188943.1265,648981.5983,POINT (188943.126528445 648981.598307788)
1192,515083,BRT2-2,188943.1265,648981.5983,POINT (188943.126528445 648981.598307788)
1193,515086,BRT1-1,188136.121,648376.8072,POINT (188136.12095464 648376.807184219)
1194,515086,BRT1-2,188136.121,648376.8072,POINT (188136.12095464 648376.807184219)
1195,515086,BRT2-1,188136.121,648376.8072,POINT (188136.12095464 648376.807184219)
1196,515086,BRT2-2,188136.121,648376.8072,POINT (188136.12095464 648376.807184219)
1197,515087,East-S,186001.8729,658876.6669,POINT (186001.872894 658876.6668890001)
1198,515114,BRT1-1,187582.5694,649358.638,POINT (187582.569391824 649358.637965302)
1199,515114,BRT1-2,187582.5694,649358.638,POINT (187582.569391824 649358.637965302)
1200,515115,BRT2-1,191098.0494,652428.6302,POINT (191098.049415198 652428.6302234391)
1201,515115,BRT2-2,191098.0494,652428.6302,POINT (191098.049415198 652428.6302234391)
1202,515116,BRT2-1,190964.787,653191.2072,POINT (190964.78700942703 653191.2071628299)
1203,515116,BRT2-2,190964.787,653191.2072,POINT (190964.78700942703 653191.2071628299)
1204,515117,BRT2-1,191391.9491,655205.8018,POINT (191391.94911452 655205.8018367551)
1205,515117,BRT2-2,191391.9491,655205.8018,POINT (191391.94911452 655205.8018367551)
1206,515118,BRT2-1,192161.8823,654678.1462,POINT (192161.882295084 654678.146194179)
1207,515118,BRT2-2,192161.8823,654678.1462,POINT (192161.882295084 654678.146194179)
1208,515120,BRT2-1,192003.4193,655100.6919,POINT (192003.41932948603 655100.691917683)
1209,515801,BRT1-1,190432.3273,651797.4403,POINT (190432.32725546203 651797.4402878232)
1210,515801,BRT1-2,190432.3273,651797.4403,POINT (190432.32725546203 651797.4402878232)
1211,515801,BRT2-1,190432.3273,651797.4403,POINT (190432.32725546203 651797.4402878232)
1212,515801,BRT2-2,190432.3273,651797.4403,POINT (190432.32725546203 651797.4402878232)
1213,515802,BRT1-1,190221.62,651306.2396,POINT (190221.619964174 651306.239623794)
1214,515802,BRT1-2,190221.62,651306.2396,POINT (190221.619964174 651306.239623794)
1215,515802,BRT2-1,190221.62,651306.2396,POINT (190221.619964174 651306.239623794)
1216,515802,BRT2-2,190221.62,651306.2396,POINT (190221.619964174 651306.239623794)
1217,516000,ART1-2,176497.7637,654359.248,POINT (176497.76367837 654359.2480365371)
1218,516003,ART1-1,176286.0623,654561.8821,POINT (176286.06226514 654561.882145136)
1219,516003,ART1-2,176286.0623,654561.8821,POINT (176286.06226514 654561.882145136)
1220,516004,ART1-1,176380.8357,654954.0398,POINT (176380.835747645 654954.039840875)
1221,516004,ART1-2,176380.8357,654954.0398,POINT (176380.835747645 654954.039840875)
1222,516006,ART1-1,176553.0248,655370.8368,POINT (176553.024750768 655370.8367916011)
1223,516006,ART1-2,176553.0248,655370.8368,POINT (176553.024750768 655370.8367916011)
1224,516006,ART2-1,176553.0248,655370.8368,POINT (176553.024750768 655370.8367916011)
1225,516006,ART2-2,176553.0248,655370.8368,POINT (176553.024750768 655370.8367916011)
1226,516007,ART1-1,176871.1969,655199.6526,POINT (176871.19688586003 655199.652575445)
1227,516007,ART1-2,176871.1969,655199.6526,POINT (176871.19688586003 655199.652575445)
1228,516007,ART2-1,176871.1969,655199.6526,POINT (176871.19688586003 655199.652575445)
1229,516007,ART2-2,176871.1969,655199.6526,POINT (176871.19688586003 655199.652575445)
1230,516008,ART1-1,177163.5897,655059.9453,POINT (177163.589749575 655059.945288912)
1231,516008,ART1-2,177163.5897,655059.9453,POINT (177163.589749575 655059.945288912)
1232,516008,ART2-1,177163.5897,655059.9453,POINT (177163.589749575 655059.945288912)
1233,516008,ART2-2,177163.5897,655059.9453,POINT (177163.589749575 655059.945288912)
1234,516009,ART1-1,177369.7714,654999.5628,POINT (177369.77136351902 654999.562752675)
1235,516009,ART1-2,177369.7714,654999.5628,POINT (177369.77136351902 654999.562752675)
1236,516009,ART2-1,177369.7714,654999.5628,POINT (177369.77136351902 654999.562752675)
