node,degree,n_lines,betweenness,closeness,pagerank,eigenvector,x,y,lines,modes,mode_score,hub_score
512020,3,6,0.052855,0.097706,0.000711,0.0,179784.3637,663723.5648,"Grn1-N, Grn1-S, Grn2-N, Grn2-S, Grn3-N, Grn3-S",LRT,5,0.487946
511079,2,4,0.097799,0.08312,0.000716,0.0,172401.6213,639860.3351,"L1-N, L1-S, L2-N, L2-S",LRT,5,0.487356
511274,2,2,0.100553,0.101114,0.000679,0.0,179235.2745,651520.6653,"LRT-L1, LRT-L2",LRT,5,0.487172
36310,10,2,0.0,0.075291,0.000372,0.304273,201357.0671,745521.2876,"m0120a, m0620a",BRT,4,0.486186
511080,2,4,0.097404,0.082529,0.000711,0.0,171942.715,639871.6544,"L1-N, L1-S, L2-N, L2-S",LRT,5,0.485476
34014,5,6,0.034836,0.074753,0.000967,0.0,212666.6291,747605.9202,"lrt01, lrt02, lrt03, lrt04, lrt05, lrt06",LRT,5,0.484537
511081,2,4,0.097007,0.081811,0.000708,0.0,171380.1295,639885.531,"L1-N, L1-S, L2-N, L2-S",LRT,5,0.483701
512016,3,6,0.049947,0.094837,0.00073,0.0,179634.338,665920.3709,"Grn1-N, Grn1-S, Grn2-N, Grn2-S, Grn3-N, Grn3-S",LRT,5,0.481733
511271,3,2,0.086375,0.103138,0.00064,0.0,181746.4545,656452.6601,"LRT-L1, LRT-L2",LRT,5,0.481644
521045,6,4,0.017453,0.082426,0.001176,0.0,188417.8706,648406.7954,"East-N, East-S, Yelw-N, Yelw-S","BRT, LRT",5,0.48102
511044,2,4,0.096608,0.080391,0.000707,0.0,170242.3765,639913.5946,"L1-N, L1-S, L2-N, L2-S",LRT,5,0.480972
36306,8,5,0.000522,0.076156,0.000786,0.169701,201679.0011,745184.3903,"m0110a, m0120a, m0210a, m0620a, m0710a",BRT,4,0.479785
512025,2,6,0.054686,0.098839,0.00073,0.0,178634.1559,661227.7808,"Grn1-N, Grn1-S, Grn2-N, Grn2-S, Grn3-N, Grn3-S",LRT,5,0.479557
511070,4,4,0.081429,0.073175,0.000713,0.0,167374.704,635701.2971,"L1-N, L1-S, L2-N, L2-S",LRT,5,0.479537
34006,4,6,0.028434,0.081148,0.001052,5.3e-05,207160.5454,745947.4669,"lrt01, lrt02, lrt03, lrt04, lrt07, lrt08",LRT,5,0.479151
511082,2,4,0.096209,0.07901,0.000706,0.0,170230.4202,638770.6716,"L1-N, L1-S, L2-N, L2-S",LRT,5,0.478409
512024,2,6,0.05465,0.098727,0.00072,0.0,178802.323,661907.317,"Grn1-N, Grn1-S, Grn2-N, Grn2-S, Grn3-N, Grn3-S",LRT,5,0.478331
511275,2,2,0.10025,0.095661,0.000672,0.0,178440.2456,647719.2078,"LRT-L1, LRT-L2",LRT,5,0.478293
512023,2,6,0.054618,0.098646,0.000714,0.0,178969.3747,662429.9677,"Grn1-N, Grn1-S, Grn2-N, Grn2-S, Grn3-N, Grn3-S",LRT,5,0.477582
521078,5,4,0.017234,0.081827,0.001296,0.0,190425.4502,651667.7587,"East-N, East-S, Yelw-N, Yelw-S","BRT, LRT",5,0.477252
36319,7,6,0.00074,0.073945,0.000884,0.151189,201175.2465,745846.574,"m0110a, m0120a, m0210a, m0620a, m0710a, m0920a",BRT,4,0.477051
511045,2,4,0.095809,0.078009,0.000706,0.0,170221.4927,637917.2766,"L1-N, L1-S, L2-N, L2-S",LRT,5,0.476392
51021,4,7,0.000799,0.101002,0.000972,0.0,219688.9636,632791.8999,"LRT11, LRT12, LRT21, LRT22, LRT31, LRT32, LRT9",LRT,5,0.475795
511083,2,4,0.095444,0.077619,0.000705,0.0,169830.5264,637921.9408,"L1-N, L1-S, L2-N, L2-S",LRT,5,0.475335
511084,2,4,0.095118,0.077009,0.000705,0.0,169173.0703,637911.0024,"L1-N, L1-S, L2-N, L2-S",LRT,5,0.474017
511276,2,2,0.099985,0.093365,0.000652,0.0,177846.8205,645719.422,"LRT-L1, LRT-L2",LRT,5,0.472706
512097,3,4,0.076389,0.068925,0.000914,0.0,166674.6233,632836.536,"Orange_N, Orange_S, RedN, RedS",LRT,5,0.472031
511086,3,4,0.084455,0.07463,0.000707,0.0,167973.8066,636729.3125,"L1-N, L1-S, L2-N, L2-S",LRT,5,0.470761
512275,4,4,0.063729,0.053837,0.001147,0.0,162475.542,621269.7581,"Orange_N, Orange_S, RedN, RedS",LRT,5,0.470614
1017,5,10,0.017135,0.079608,0.000888,0.012035,203879.7375,744188.8601,"R321-1, R321-2, R322-1, R322-2, R323-1, R323-2, R329-1, R329-2, R331-1, R331-2",BRT,4,0.469772
512011,2,6,0.047553,0.090424,0.000849,0.0,179789.8384,668308.5598,"Grn1-N, Grn1-S, Grn2-N, Grn2-S, Grn3-N, Grn3-S",LRT,5,0.469602
511087,3,4,0.083977,0.074046,0.000707,0.0,167772.8988,636295.5702,"L1-N, L1-S, L2-N, L2-S",LRT,5,0.469368
34005,4,6,0.029907,0.081752,0.000917,0.000421,205619.324,745589.6,"lrt01, lrt02, lrt03, lrt04, lrt07, lrt08",LRT,5,0.46906
36364,3,11,0.002369,0.067004,0.001469,1.8e-05,198921.188,747788.743,"m0110a, m0120a, m0210a, m0220a, m0610a, m0620a, m0710a, m0720a, m0810a, m0910a, m0920a",BRT,4,0.467875
511272,2,2,0.084951,0.102967,0.000665,0.0,180804.3089,654617.1463,"LRT-L1, LRT-L2",LRT,5,0.467655
511168,5,4,0.037288,0.077927,0.00098,0.0,189746.2445,677427.4451,"LRT-L1, LRT-L2, LRT151, LRT152",LRT,5,0.467653
511088,3,4,0.082457,0.073424,0.00071,0.0,167489.6303,635868.6426,"L1-N, L1-S, L2-N, L2-S",LRT,5,0.466678
51018,5,5,0.001324,0.099257,0.001014,0.0,220766.0895,632246.2303,"LRT11, LRT12, LRT31, LRT32, LRT9",LRT,5,0.466439
511165,4,4,0.049809,0.080768,0.000896,0.0,189371.152,675486.8677,"LRT-L1, LRT-L2, LRT142, LRT152",LRT,5,0.46595
51150,4,6,0.001188,0.082161,0.001274,0.0,220609.9952,628087.1968,"LRT31, LRT32, LRT61, LRT62, LRT81, LRT82",LRT,5,0.46587
512013,2,6,0.047985,0.091823,0.000784,0.0,179680.02,667490.7786,"Grn1-N, Grn1-S, Grn2-N, Grn2-S, Grn3-N, Grn3-S",LRT,5,0.465867
512015,2,6,0.048436,0.093469,0.00075,0.0,179746.2489,666607.3432,"Grn1-N, Grn1-S, Grn2-N, Grn2-S, Grn3-N, Grn3-S",LRT,5,0.465454
511089,3,4,0.080949,0.072847,0.00072,0.0,167210.2023,635487.8335,"L1-N, L1-S, L2-N, L2-S",LRT,5,0.464858
511069,3,4,0.078954,0.071685,0.000754,0.0,166812.613,634610.1862,"L1-N, L1-S, L2-N, L2-S",LRT,5,0.463803
511090,3,4,0.079932,0.072296,0.000731,0.0,167022.4291,635073.3388,"L1-N, L1-S, L2-N, L2-S",LRT,5,0.463769
511277,2,2,0.099746,0.089867,0.000614,0.0,176431.9384,642338.1793,"LRT-L1, LRT-L2",LRT,5,0.463688
512185,4,4,0.07452,0.066653,0.000726,0.0,168096.1364,631645.4903,"Orange_N, Orange_S, RedN, RedS",LRT,5,0.462262
1020,5,10,0.000986,0.073509,0.000882,0.064286,200928.1864,745941.4355,"R321-1, R321-2, R325-1, R325-2, R327-1, R327-2, R328-1, R328-2, R330-1, R330-2",BRT,4,0.461849
512190,3,4,0.075981,0.068302,0.000819,0.0,167139.0972,632577.3297,"Orange_N, Orange_S, RedN, RedS",LRT,5,0.461353
512111,6,3,0.016101,0.089008,0.001025,0.0,181513.8812,646368.4966,"Light-Blue_S, Turquoise_N, Turquoise_S",LRT,5,0.460914
512018,2,6,0.04509,0.095764,0.000713,0.0,179621.7743,664631.9005,"Grn1-N, Grn1-S, Grn2-N, Grn2-S, Grn3-N, Grn3-S",LRT,5,0.460716
512017,2,6,0.044815,0.095063,0.000719,0.0,179581.8434,665407.6848,"Grn1-N, Grn1-S, Grn2-N, Grn2-S, Grn3-N, Grn3-S",LRT,5,0.459923
511085,2,4,0.08533,0.075693,0.000706,0.0,168302.6723,637426.8203,"L1-N, L1-S, L2-N, L2-S",LRT,5,0.459072
512134,4,4,0.072698,0.066176,0.000716,0.0,168462.8422,631444.6611,"Orange_N, Orange_S, RedN, RedS",LRT,5,0.45816
511047,2,4,0.084892,0.075198,0.000706,0.0,167943.1245,637214.2168,"L1-N, L1-S, L2-N, L2-S",LRT,5,0.4578
36004,9,3,0.004174,0.075126,0.000719,0.150731,201507.0047,745054.2563,"m0810a, m0910a, m0920a",BRT,4,0.456688
512147,3,4,0.075573,0.067736,0.00077,0.0,167567.3338,632338.3461,"Orange_N, Orange_S, RedN, RedS",LRT,5,0.455273
36110,5,8,0.005689,0.080349,0.001185,0.000263,205645.2956,745712.4591,"m0110a, m0120a, m0210a, m0220a, m0310a, m0320a, m0410a, m0820a",BRT,4,0.453394
516006,4,4,0.010808,0.093951,0.001105,0.0,176553.0248,655370.8368,"ART1-1, ART1-2, ART2-1, ART2-2",LRT,5,0.453076
511009,3,6,0.016868,0.090798,0.000929,0.0,183523.0489,666448.6737,"Red-N, Red-S, Red2-N, Red2-S, Shut-N, Shut-S",LRT,5,0.451196
512132,3,4,0.075046,0.067108,0.00074,0.0,168034.4889,632047.0488,"Orange_N, Orange_S, RedN, RedS",LRT,5,0.450679
516022,5,4,0.018737,0.101756,0.000706,1e-06,179775.0125,652712.8275,"ART1-1, ART1-2, ART2-1, ART2-2",LRT,5,0.450251
36406,9,1,0.006647,0.07537,0.000297,0.278355,201184.7453,745438.0214,m0810a,BRT,4,0.449226
511270,3,2,0.065519,0.102126,0.000591,0.0,182671.6561,657574.0725,"LRT-L1, LRT-L2",LRT,5,0.44749
512052,3,2,0.045233,0.102548,0.00086,0.0,181810.7,656308.15,"Grn2-N, Grn2-S",LRT,5,0.4472
36341,5,10,0.002531,0.072389,0.000988,0.002267,200424.957,747115.495,"m0110a, m0120a, m0210a, m0220a, m0610a, m0620a, m0710a, m0720a, m0910a, m0920a",BRT,4,0.445367
51052,3,6,0.00302,0.095542,0.000988,0.0,221543.9034,633942.4561,"LRT41, LRT42, LRT51, LRT52, LRT71, LRT72",LRT,5,0.445272
511016,4,6,0.009146,0.095765,0.00075,0.0,178897.706,663326.155,"Red-N, Red-S, Red2-N, Red2-S, Shut-N, Shut-S",LRT,5,0.444797
511015,3,6,0.014764,0.097081,0.000772,0.0,179798.646,663787.322,"Red-N, Red-S, Red2-N, Red2-S, Shut-N, Shut-S",LRT,5,0.442094
51022,4,5,0.001729,0.104578,0.000821,0.0,219277.3891,632862.3853,"LRT11, LRT12, LRT21, LRT22, LRT9",LRT,5,0.441392
512095,3,4,0.067086,0.05486,0.000931,0.0,162241.2174,622431.3284,"Orange_N, Orange_S, RedN, RedS",LRT,5,0.44116
36635,4,6,0.005864,0.073802,0.001259,0.068008,200815.1718,745572.6942,"m0310a, m0320a, m0510a, m0520a, m0810a, m0820a",BRT,4,0.440962
516026,4,4,0.024779,0.098947,0.00071,0.0,181565.717,652436.0143,"ART1-1, ART1-2, ART2-1, ART2-2",LRT,5,0.440391
51194,3,6,0.003091,0.093277,0.000967,0.0,221785.8621,633889.3467,"LRT41, LRT42, LRT51, LRT52, LRT71, LRT72",LRT,5,0.440036
516023,4,4,0.021671,0.101261,0.000706,0.0,180318.8812,652527.7142,"ART1-1, ART1-2, ART2-1, ART2-2",LRT,5,0.439173
513022,2,6,0.012292,0.099317,0.000883,0.0,183950.547,662986.159,"Mgt1-E, Mgt1-W, Mgt2-E, Mgt2-W, Mgt3-E, Mgt3-W",LRT,5,0.438516
511266,3,2,0.064069,0.095458,0.000616,0.0,185794.5503,667400.4493,"LRT-L1, LRT-L2",LRT,5,0.43846
513020,3,6,0.012208,0.097464,0.00076,0.0,182853.913,662971.511,"Mgt1-E, Mgt1-W, Mgt2-E, Mgt2-W, Mgt3-E, Mgt3-W",LRT,5,0.438065
511176,4,4,0.027985,0.067273,0.001096,0.0,189988.3338,684678.5628,"LRT-L1, LRT-L2, LRT151, LRT152",LRT,5,0.437083
36103,4,8,0.010191,0.079196,0.001096,0.002568,203926.758,744242.158,"m0110a, m0120a, m0210a, m0220a, m0310a, m0320a, m0410a, m0820a",BRT,4,0.43579
511166,3,4,0.036751,0.079966,0.000923,0.0,189630.8478,675953.8298,"LRT-L1, LRT-L2, LRT151, LRT152",LRT,5,0.435755
1023,5,10,0.001772,0.068622,0.000962,0.000201,199663.8521,747644.5831,"R321-1, R321-2, R325-1, R325-2, R327-1, R327-2, R328-1, R328-2, R330-1, R330-2",BRT,4,0.435519
1006,5,12,0.000217,0.063641,0.000783,1e-06,208661.7429,751573.1809,"R1001-1, R1001-2, R1002-1, R1002-2, R1003-1, R1003-2, R321-1, R321-2, R322-1, R322-2, R323-1, R323-2",BRT,4,0.434797
36000,5,8,0.003624,0.078687,0.000996,0.009754,203587.341,744143.342,"m0110a, m0120a, m0210a, m0220a, m0310a, m0320a, m0720a, m0820a",BRT,4,0.433973
511012,3,6,0.012658,0.094539,0.000753,0.0,181114.701,665511.168,"Red-N, Red-S, Red2-N, Red2-S, Shut-N, Shut-S",LRT,5,0.433793
521043,3,4,0.015162,0.081999,0.001168,0.0,189874.8229,650356.5694,"East-N, East-S, Yelw-N, Yelw-S","BRT, LRT",5,0.43371
512049,3,2,0.047822,0.100689,0.000712,0.0,180817.75,657538.817,"Grn2-N, Grn2-S",LRT,5,0.433555
513012,3,6,0.010342,0.09791,0.000725,0.0,179220.368,662865.157,"Mgt1-E, Mgt1-W, Mgt2-E, Mgt2-W, Mgt3-E, Mgt3-W",LRT,5,0.432756
512123,3,2,0.078578,0.071616,0.000692,0.0,166798.9629,634610.8541,"RedN, RedS",LRT,5,0.43125
516008,4,4,0.011955,0.095728,0.000828,0.0,177163.5897,655059.9453,"ART1-1, ART1-2, ART2-1, ART2-2",LRT,5,0.430128
51111,4,6,0.000853,0.083416,0.000888,0.0,218340.0342,628809.812,"LRT31, LRT32, LRT71, LRT72, LRT81, LRT82",LRT,5,0.429552
513021,2,6,0.011891,0.097955,0.000803,0.0,183239.884,663054.641,"Mgt1-E, Mgt1-W, Mgt2-E, Mgt2-W, Mgt3-E, Mgt3-W",LRT,5,0.428202
513011,3,6,0.005337,0.096223,0.000769,0.0,178844.544,663414.046,"Mgt1-E, Mgt1-W, Mgt2-E, Mgt2-W, Mgt3-E, Mgt3-W",LRT,5,0.427932
36402,10,1,0.005084,0.076541,0.000263,0.205216,201601.059,745120.134,m0610a,BRT,4,0.427704
512192,3,2,0.078025,0.071066,0.00066,0.0,166562.4535,634215.192,"RedN, RedS",LRT,5,0.426578
512272,2,4,0.072143,0.064583,0.000713,0.0,168597.3182,630032.8874,"Orange_N, Orange_S, RedN, RedS",LRT,5,0.426259
513002,3,6,0.005194,0.096737,0.000741,0.0,178880.9137,663040.5548,"Mgt1-E, Mgt1-W, Mgt2-E, Mgt2-W, Mgt3-E, Mgt3-W",LRT,5,0.425741
511262,3,4,0.032607,0.079788,0.000868,0.0,182227.0367,674890.346,"LRT121, LRT122, LRT131, LRT132",LRT,5,0.424618
1021,4,10,0.002432,0.074158,0.000853,0.01119,200748.2762,746290.8966,"R321-1, R321-2, R325-1, R325-2, R327-1, R327-2, R328-1, R328-2, R330-1, R330-2",BRT,4,0.424277
511173,3,4,0.029669,0.074404,0.00098,0.0,189226.937,679681.3185,"LRT-L1, LRT-L2, LRT151, LRT152",LRT,5,0.423912
512273,2,4,0.071588,0.063496,0.00071,0.0,168189.4386,629114.2052,"Orange_N, Orange_S, RedN, RedS",LRT,5,0.423692
51033,6,6,0.000342,0.064821,0.000814,2e-06,215238.824,629378.6201,"LRT11, LRT12, LRT21, LRT22, LRT81, LRT82",LRT,5,0.42364
511172,3,4,0.030263,0.075755,0.000949,0.0,189281.3868,678834.9526,"LRT-L1, LRT-L2, LRT151, LRT152",LRT,5,0.423627
516007,3,4,0.010862,0.094728,0.000932,0.0,176871.1969,655199.6526,"ART1-1, ART1-2, ART2-1, ART2-2",LRT,5,0.42309
521044,5,3,0.016083,0.08218,0.000884,0.0,189324.6027,649491.7435,"East-N, East-S, Yelw-N","BRT, LRT",5,0.423032
516024,3,4,0.020951,0.100491,0.000707,0.0,180645.6935,652484.6083,"ART1-1, ART1-2, ART2-1, ART2-2",LRT,5,0.422876
512051,2,2,0.04385,0.101726,0.000786,0.0,181502.076,656716.216,"Grn2-N, Grn2-S",LRT,5,0.422673
511010,2,6,0.01112,0.092276,0.000831,0.0,182285.706,665861.174,"Red-N, Red-S, Red2-N, Red2-S, Shut-N, Shut-S",LRT,5,0.421824
51182,4,4,0.002604,0.10458,0.000735,0.0,219277.3891,632862.3853,"LRT41, LRT42, LRT51, LRT52",LRT,5,0.421237
511039,3,4,0.028887,0.094334,0.00067,0.0,185771.8767,667548.3312,"Red2-N, Red2-S, Shut-N, Shut-S",LRT,5,0.421099
512124,3,2,0.077528,0.070365,0.000617,0.0,166261.618,633703.4619,"RedN, RedS",LRT,5,0.420662
511269,2,2,0.063882,0.10086,0.000502,0.0,183689.52,659067.6602,"LRT-L1, LRT-L2",LRT,5,0.420574
516025,3,4,0.020382,0.099156,0.000708,0.0,181277.1195,652405.8345,"ART1-1, ART1-2, ART2-1, ART2-2",LRT,5,0.420278
512274,2,4,0.071032,0.061357,0.000711,0.0,166549.8923,627843.2841,"Orange_N, Orange_S, RedN, RedS",LRT,5,0.419983
511011,2,6,0.011562,0.093836,0.000779,0.0,181469.726,665603.5416,"Red-N, Red-S, Red2-N, Red2-S, Shut-N, Shut-S",LRT,5,0.419583
36347,4,10,0.001635,0.071256,0.000903,0.000476,200142.181,747363.099,"m0110a, m0120a, m0210a, m0220a, m0610a, m0620a, m0710a, m0720a, m0910a, m0920a",BRT,4,0.419222
511014,2,6,0.011261,0.095701,0.00075,0.0,180270.096,664258.956,"Red-N, Red-S, Red2-N, Red2-S, Shut-N, Shut-S",LRT,5,0.419016
512180,2,4,0.067653,0.055206,0.000831,0.0,162562.9388,622704.0758,"Orange_N, Orange_S, RedN, RedS",LRT,5,0.418407
34000,4,5,0.013786,0.080223,0.000767,0.001879,203570.7475,744392.0378,"lrt02, lrt03, lrt04, lrt07, lrt08",LRT,5,0.418297
512050,2,2,0.043577,0.10109,0.000743,0.0,181191.071,657073.989,"Grn2-N, Grn2-S",LRT,5,0.417283
511013,2,6,0.010978,0.094873,0.000745,0.0,180528.702,664934.157,"Red-N, Red-S, Red2-N, Red2-S, Shut-N, Shut-S",LRT,5,0.416915
516013,3,4,0.017467,0.098101,0.000727,0.0,178602.7625,654470.9418,"ART1-1, ART1-2, ART2-1, ART2-2",LRT,5,0.41681
512120,2,4,0.070474,0.059312,0.000712,0.0,165611.9911,625946.5595,"Orange_N, Orange_S, RedN, RedS",LRT,5,0.416457
34085,7,4,0.005615,0.06823,0.000734,0.000678,198690.6659,748473.5219,"lrt03, lrt04, lrt07, lrt08",LRT,5,0.416343
34011,4,4,0.03236,0.077418,0.000673,1e-06,210978.2596,747241.5994,"lrt01, lrt02, lrt03, lrt04",LRT,5,0.416108
51110,3,6,0.000275,0.081969,0.000913,0.0,217902.9481,628912.5213,"LRT31, LRT32, LRT71, LRT72, LRT81, LRT82",LRT,5,0.414833
512117,4,3,0.011474,0.086241,0.000947,0.0,180269.9905,644515.0102,"Light-Blue_S, Turquoise_N, Turquoise_S",LRT,5,0.414586
1015,4,8,0.002295,0.080025,0.000983,0.000179,206863.4339,746196.5039,"R321-1, R321-2, R322-1, R322-2, R329-1, R329-2, R331-1, R331-2",BRT,4,0.414334
511267,2,2,0.057353,0.097387,0.000578,0.0,185500.2471,664874.431,"LRT-L1, LRT-L2",LRT,5,0.414285
512181,2,4,0.068221,0.055584,0.000775,0.0,162996.7864,622840.2668,"Orange_N, Orange_S, RedN, RedS",LRT,5,0.414215
512048,2,2,0.04604,0.100017,0.000684,0.0,180516.48,657997.496,"Grn2-N, Grn2-S",LRT,5,0.413249
516009,3,4,0.013046,0.0964,0.000776,0.0,177369.7714,654999.5628,"ART1-1, ART1-2, ART2-1, ART2-2",LRT,5,0.413229
516010,3,4,0.013728,0.097864,0.000742,0.0,177815.3666,654886.9194,"ART1-1, ART1-2, ART2-1, ART2-2",LRT,5,0.41292
51112,6,6,0.000342,0.064821,0.000703,2e-06,215238.824,629378.6201,"LRT11, LRT12, LRT21, LRT22, LRT81, LRT82",LRT,5,0.412804
512078,2,4,0.069914,0.056893,0.000718,0.0,163951.3206,623831.4349,"Orange_N, Orange_S, RedN, RedS",LRT,5,0.41279
512183,2,4,0.068787,0.055997,0.000744,0.0,163485.5812,622908.0642,"Orange_N, Orange_S, RedN, RedS",LRT,5,0.412595
512184,2,4,0.069352,0.056447,0.000727,0.0,163800.639,623334.1864,"Orange_N, Orange_S, RedN, RedS",LRT,5,0.412259
516032,3,4,0.017711,0.095003,0.000721,0.0,182904.0414,652299.511,"ART1-1, ART1-2, ART2-1, ART2-2",LRT,5,0.412065
51129,3,6,0.001532,0.076206,0.00095,0.0,216334.6361,629925.1281,"LRT11, LRT12, LRT21, LRT22, LRT81, LRT82",LRT,5,0.411952
51010,3,5,0.002714,0.090057,0.000864,0.0,222068.2869,634041.8656,"LRT10, LRT11, LRT12, LRT51, LRT52",LRT,5,0.411946
51014,4,5,0.000462,0.0886,0.000767,0.0,221673.3835,632192.2709,"LRT10, LRT11, LRT12, LRT31, LRT32",LRT,5,0.411604
511034,3,4,0.008539,0.093386,0.000863,0.0,175854.3455,655791.7548,"Red-N, Red-S, Red2-N, Red2-S",LRT,5,0.411413
511252,3,4,0.031464,0.07784,0.000777,0.0,183353.3675,675412.8741,"LRT121, LRT122, LRT131, LRT132",LRT,5,0.411353
51186,3,4,0.001536,0.099614,0.000864,0.0,221009.7782,633302.6506,"LRT61, LRT62, LRT71, LRT72",LRT,5,0.41099
513018,2,6,0.0053,0.096465,0.000735,0.0,182294.831,663024.84,"Mgt1-E, Mgt1-W, Mgt2-E, Mgt2-W, Mgt3-E, Mgt3-W",LRT,5,0.410642
