node,degree,n_lines,betweenness,closeness,pagerank,eigenvector,x,y,lines,modes,mode_score,hub_score
1014,3,2,0.000993,0.076351,0.000355,2.7e-05,207154.8736,745961.0239,"R331-1, R331-2",BRT,4,0.218232
36261,3,4,0.000235,0.011202,0.000889,0.0,194084.9975,705508.0854,"brt051, brt052, brt061, brt062",BRT,4,0.217988
36160,3,2,2e-05,0.060364,0.000555,1.7e-05,204133.201,742492.4533,"m0610a, m0620a",BRT,4,0.217868
36250,3,4,0.00016,0.010327,0.000896,0.0,193217.6447,704637.064,"brt051, brt052, brt061, brt062",BRT,4,0.217527
51272,2,1,0.0,0.076261,0.000279,0.0,222310.632,632308.854,LRT10,LRT,5,0.217375
32003,2,2,0.003408,0.065647,0.000923,1.8e-05,203142.303,743132.402,"c001, c002",Cable Line,3,0.216907
525471,2,1,0.002396,0.066901,0.000698,0.0,170546.3153,632251.0566,RH-GY1,BRT,4,0.21661
36536,2,2,0.000833,0.059934,0.000675,0.0,207861.8117,751582.2668,"m0310a, m0320a",BRT,4,0.216588
36656,4,1,0.0061,0.060101,0.000451,1e-06,209236.9558,751519.8116,m0820a,BRT,4,0.216202
51032,1,4,0.0,0.04257,0.000429,0.0,222844.862,638689.0426,"LRT11, LRT12, LRT51, LRT52",LRT,5,0.216012
36915,2,4,0.001996,0.03358,0.000714,0.0,229340.4028,751797.2128,"brt011, brt012, brt021, brt022",BRT,4,0.215586
500089,2,2,0.002316,0.051288,0.000748,0.0,158656.114,621508.8941,"BRT_Blue_E, BRT_Blue_W",BRT,4,0.215385
1011,3,2,0.00089,0.066017,0.000452,3e-06,206763.5771,749612.0008,"R323-1, R323-2",BRT,4,0.215372
36091,2,2,0.00361,0.051257,0.00073,0.0,197149.0716,741797.6517,"m0610a, m0620a",BRT,4,0.215195
36921,2,4,0.001006,0.030929,0.000754,0.0,231870.4899,751550.1621,"brt011, brt012, brt021, brt022",BRT,4,0.215142
500206,2,2,1.9e-05,0.047797,0.000815,0.0,158110.4477,616258.3167,"BRT_Pink_E, BRT_Pink_W",BRT,4,0.215015
1013,3,2,0.003002,0.068719,0.000388,0.000176,205865.0178,747718.8571,"R323-1, R323-2",BRT,4,0.214971
